_Nb Properties (Expression),Amenities,Bathrooms,Bedrooms,City,Country,Date,Latitude,Longitude,Main Date: Month,Main Date: Month (Display),Main Date: Year,Profile,Property,Property Id,Property Type,Zip Code,_Max Theoretical Revenue (Expression),_Total Expenses (Expression),_Total Revenue (Expression),Expenses % ,Expenses %   MTD   (Current Month),Expenses %   MTD   (Previous Month),Gross Rental Yield,Gross Rental Yield  MTD   (Current Month),Gross Rental Yield  MTD   (Previous Month),Gross Rental Yield  MTD  (Previous Year),Gross Rental Yield  YTD  (Current Year),Indicator,Living Space,Max Theoretical Revenue,Monthly Expenses,Monthly Rent,Monthly Revenue,Nb Properties,Net Rental Yield,Net Rental Yield  MTD   (Current Month),Net Rental Yield  MTD   (Previous Month),Net Rental Yield  MTD  (Previous Year),Net Rental Yield  YTD  (Current Year),Net Rental Yield  YTD  (Previous Year),Net Rental Yield Perf. -  Value,Net Rental Yield Perf. - Reference,Net Rental Yield Perf. - Value vs Reference,Net Rental Yield Perf. - Value vs Reference %,Net Rental Yield Perf. - Value vs Reference (pt),Net Rental Yield Perf. - Value vs Reference (shape),Net Revenue,Net Revenue  MTD   (Current Month),Net Revenue  MTD   (Previous Month),Net Revenue  MTD  (Previous Year),Net Revenue  YTD  (Current Year),Net Revenue  YTD  (Previous Year),Net Revenue Perf. -  Value,Net Revenue Perf. - Reference,Net Revenue Perf. - Value vs Reference,Net Revenue Perf. - Value vs Reference %,Net Revenue Perf. - Value vs Reference (shape),Occupancy Rate,Placeholder (num),Property Class Yield ,Property Cost,Total Expenses,Total Expenses  MTD   (Current Month),Total Expenses  MTD   (Previous Month),Total Expenses  MTD  (Previous Year),Total Expenses  YTD  (Current Year),Total Expenses  YTD  (Previous Year),Total Expenses Perf. -  Value,Total Expenses Perf. - Reference,Total Expenses Perf. - Value vs Reference,Total Expenses Perf. - Value vs Reference %,Total Expenses Perf. - Value vs Reference (shape),Total Revenue,Total Revenue  MTD   (Current Month),Total Revenue  MTD   (Previous Month),Total Revenue  MTD  (Previous Year),Total Revenue  YTD  (Current Year),Total Revenue  YTD  (Previous Year),Total Revenue Perf. -  Value,Total Revenue Perf. - Reference,Total Revenue Perf. - Value vs Reference
"Suite 413,  Mountain Joseph Bridge",Luxurious,1 bathroom,3 bedrooms,San Francisco,US,12/1/2020,37.74706894,-122.5058475,12,Dec,2020,Apt-Lux-3 Bed.,"Suite 413,  Mountain Joseph Bridge",1277,Apartment,94116,6320,3776.16,4892.903226,77.20%,,,6.20%,,,,,1116.743226,1054,"$6,320 ",3776.16,6320,4892.903226,1,1.40%,,,,,,,,=,,,►,"$1,117 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,=,,►,77%,0,VERY LOW YIELD,945620,"$3,776 ",,,,,,,,=,,►,"$4,893 ",,,,,,,,=
"Suite 413,  Mountain Joseph Bridge",Luxurious,1 bathroom,3 bedrooms,San Francisco,US,1/1/2021,37.74706894,-122.5058475,1,Jan,2021,Apt-Lux-3 Bed.,"Suite 413,  Mountain Joseph Bridge",1277,Apartment,94116,6320,3776.16,6320,59.70%,,,8.00%,,,,,2543.84,1054,"$6,320 ",3776.16,6320,6320,1,3.20%,,,,,,,,=,,,►,"$2,544 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,=,,►,100%,0,VERY LOW YIELD,945620,"$3,776 ",,,,,,,,=,,►,"$6,320 ",,,,,,,,=
"Suite 413,  Mountain Joseph Bridge",Luxurious,1 bathroom,3 bedrooms,San Francisco,US,2/1/2021,37.74706894,-122.5058475,2,Feb,2021,Apt-Lux-3 Bed.,"Suite 413,  Mountain Joseph Bridge",1277,Apartment,94116,6320,3776.16,6320,59.70%,,,8.00%,,,,,2543.84,1054,"$6,320 ",3776.16,6320,6320,1,3.20%,,,,,,,,=,,,►,"$2,544 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,=,,►,100%,0,VERY LOW YIELD,945620,"$3,776 ",,,,,,,,=,,►,"$6,320 ",,,,,,,,=
"Suite 413,  Mountain Joseph Bridge",Luxurious,1 bathroom,3 bedrooms,San Francisco,US,3/1/2021,37.74706894,-122.5058475,3,Mar,2021,Apt-Lux-3 Bed.,"Suite 413,  Mountain Joseph Bridge",1277,Apartment,94116,6320,3776.16,6320,59.70%,,,8.00%,,,,,2543.84,1054,"$6,320 ",3776.16,6320,6320,1,3.20%,,,,,,,,=,,,►,"$2,544 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,=,,►,100%,0,VERY LOW YIELD,945620,"$3,776 ",,,,,,,,=,,►,"$6,320 ",,,,,,,,=
"Suite 413,  Mountain Joseph Bridge",Luxurious,1 bathroom,3 bedrooms,San Francisco,US,4/1/2021,37.74706894,-122.5058475,4,Apr,2021,Apt-Lux-3 Bed.,"Suite 413,  Mountain Joseph Bridge",1277,Apartment,94116,6320,3776.16,6320,59.70%,,,8.00%,,,,,2543.84,1054,"$6,320 ",3776.16,6320,6320,1,3.20%,,,,,,,,=,,,►,"$2,544 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,=,,►,100%,0,VERY LOW YIELD,945620,"$3,776 ",,,,,,,,=,,►,"$6,320 ",,,,,,,,=
"Suite 413,  Mountain Joseph Bridge",Luxurious,1 bathroom,3 bedrooms,San Francisco,US,5/1/2021,37.74706894,-122.5058475,5,May,2021,Apt-Lux-3 Bed.,"Suite 413,  Mountain Joseph Bridge",1277,Apartment,94116,6320,3776.16,6320,59.70%,,,8.00%,,,,,2543.84,1054,"$6,320 ",3776.16,6320,6320,1,3.20%,,,,,,,,=,,,►,"$2,544 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,=,,►,100%,0,VERY LOW YIELD,945620,"$3,776 ",,,,,,,,=,,►,"$6,320 ",,,,,,,,=
"Suite 413,  Mountain Joseph Bridge",Luxurious,1 bathroom,3 bedrooms,San Francisco,US,6/1/2021,37.74706894,-122.5058475,6,Jun,2021,Apt-Lux-3 Bed.,"Suite 413,  Mountain Joseph Bridge",1277,Apartment,94116,6320,3776.16,6320,59.70%,,,8.00%,,,,,2543.84,1054,"$6,320 ",3776.16,6320,6320,1,3.20%,,,,,,,,=,,,►,"$2,544 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,=,,►,100%,0,VERY LOW YIELD,945620,"$3,776 ",,,,,,,,=,,►,"$6,320 ",,,,,,,,=
"Suite 413,  Mountain Joseph Bridge",Luxurious,1 bathroom,3 bedrooms,San Francisco,US,7/1/2021,37.74706894,-122.5058475,7,Jul,2021,Apt-Lux-3 Bed.,"Suite 413,  Mountain Joseph Bridge",1277,Apartment,94116,6320,3776.16,6320,59.70%,,,8.00%,,,,,2543.84,1054,"$6,320 ",3776.16,6320,6320,1,3.20%,,,,,,,,=,,,►,"$2,544 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,=,,►,100%,0,VERY LOW YIELD,945620,"$3,776 ",,,,,,,,=,,►,"$6,320 ",,,,,,,,=
"Suite 413,  Mountain Joseph Bridge",Luxurious,1 bathroom,3 bedrooms,San Francisco,US,8/1/2021,37.74706894,-122.5058475,8,Aug,2021,Apt-Lux-3 Bed.,"Suite 413,  Mountain Joseph Bridge",1277,Apartment,94116,6320,3776.16,6320,59.70%,,,8.00%,,,,,2543.84,1054,"$6,320 ",3776.16,6320,6320,1,3.20%,,,,,,,,=,,,►,"$2,544 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,=,,►,100%,0,VERY LOW YIELD,945620,"$3,776 ",,,,,,,,=,,►,"$6,320 ",,,,,,,,=
"Suite 413,  Mountain Joseph Bridge",Luxurious,1 bathroom,3 bedrooms,San Francisco,US,9/1/2021,37.74706894,-122.5058475,9,Sep,2021,Apt-Lux-3 Bed.,"Suite 413,  Mountain Joseph Bridge",1277,Apartment,94116,6320,3776.16,6320,59.70%,,,8.00%,,,,,2543.84,1054,"$6,320 ",3776.16,6320,6320,1,3.20%,,,,,,,,=,,,►,"$2,544 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,=,,►,100%,0,VERY LOW YIELD,945620,"$3,776 ",,,,,,,,=,,►,"$6,320 ",,,,,,,,=
"Suite 413,  Mountain Joseph Bridge",Luxurious,1 bathroom,3 bedrooms,San Francisco,US,10/1/2021,37.74706894,-122.5058475,10,Oct,2021,Apt-Lux-3 Bed.,"Suite 413,  Mountain Joseph Bridge",1277,Apartment,94116,6320,3776.16,6320,59.70%,,,8.00%,,,,,2543.84,1054,"$6,320 ",3776.16,6320,6320,1,3.20%,,,,,,,,=,,,►,"$2,544 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,=,,►,100%,0,VERY LOW YIELD,945620,"$3,776 ",,,,,,,,=,,►,"$6,320 ",,,,,,,,=
"Suite 413,  Mountain Joseph Bridge",Luxurious,1 bathroom,3 bedrooms,San Francisco,US,11/1/2021,37.74706894,-122.5058475,11,Nov,2021,Apt-Lux-3 Bed.,"Suite 413,  Mountain Joseph Bridge",1277,Apartment,94116,6320,3776.16,6320,59.70%,,,8.00%,,,,,2543.84,1054,"$6,320 ",3776.16,6320,6320,1,3.20%,,,,,,,,=,,,►,"$2,544 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,=,,►,100%,0,VERY LOW YIELD,945620,"$3,776 ",,,,,,,,=,,►,"$6,320 ",,,,,,,,=
"Suite 413,  Mountain Joseph Bridge",Luxurious,1 bathroom,3 bedrooms,San Francisco,US,12/1/2021,37.74706894,-122.5058475,12,Dec,2021,Apt-Lux-3 Bed.,"Suite 413,  Mountain Joseph Bridge",1277,Apartment,94116,6320,3776.16,6320,59.70%,,,8.00%,,,,,2543.84,1054,"$6,320 ",3776.16,6320,6320,1,3.20%,,,,,,,,=,,,►,"$2,544 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,=,,►,100%,0,VERY LOW YIELD,945620,"$3,776 ",,,,,,,,=,,►,"$6,320 ",,,,,,,,=
"Suite 413,  Mountain Joseph Bridge",Luxurious,1 bathroom,3 bedrooms,San Francisco,US,1/1/2022,37.74706894,-122.5058475,1,Jan,2022,Apt-Lux-3 Bed.,"Suite 413,  Mountain Joseph Bridge",1277,Apartment,94116,6320,3776.16,6320,59.70%,,,8.00%,,,,,2543.84,1054,"$6,320 ",3776.16,6320,6320,1,3.20%,,,,,3.20%,,3.20%,-3.20%,-100.00%,,▼,"$2,544 ",$0 ,$0 ,$0 ,$0 ,"$2,544 ",$0 ,"$2,544 ","($2,544)",-100.00%,▼,100%,0,VERY LOW YIELD,945620,"$3,776 ",,,,,"$3,776 ",,"$3,776 ","($3,776)",-100.00%,▼,"$6,320 ",,,,,"$6,320 ",,"$6,320 ","($6,320)"
"Suite 413,  Mountain Joseph Bridge",Luxurious,1 bathroom,3 bedrooms,San Francisco,US,2/1/2022,37.74706894,-122.5058475,2,Feb,2022,Apt-Lux-3 Bed.,"Suite 413,  Mountain Joseph Bridge",1277,Apartment,94116,6320,3776.16,6320,59.70%,,,8.00%,,,,,2543.84,1054,"$6,320 ",3776.16,6320,6320,1,3.20%,,,,,3.20%,,3.20%,-3.20%,-100.00%,,▼,"$2,544 ",$0 ,$0 ,$0 ,$0 ,"$2,544 ",$0 ,"$2,544 ","($2,544)",-100.00%,▼,100%,0,VERY LOW YIELD,945620,"$3,776 ",,,,,"$3,776 ",,"$3,776 ","($3,776)",-100.00%,▼,"$6,320 ",,,,,"$6,320 ",,"$6,320 ","($6,320)"
"Suite 413,  Mountain Joseph Bridge",Luxurious,1 bathroom,3 bedrooms,San Francisco,US,3/1/2022,37.74706894,-122.5058475,3,Mar,2022,Apt-Lux-3 Bed.,"Suite 413,  Mountain Joseph Bridge",1277,Apartment,94116,6320,3776.16,2038.709677,185.20%,,,2.60%,,,,,-1737.450323,1054,"$6,320 ",3776.16,6320,2038.709677,1,-2.20%,,,,,-2.20%,,-2.20%,2.20%,100.00%,,▲,"($1,737)",$0 ,$0 ,$0 ,$0 ,"($1,737)",$0 ,"($1,737)","$1,737 ",100.00%,▲,32%,0,VERY LOW YIELD,945620,"$3,776 ",,,,,"$3,776 ",,"$3,776 ","($3,776)",-100.00%,▼,"$2,039 ",,,,,"$2,039 ",,"$2,039 ","($2,039)"
"Suite 413,  Mountain Joseph Bridge",Luxurious,1 bathroom,3 bedrooms,San Francisco,US,4/1/2022,37.74706894,-122.5058475,4,Apr,2022,Apt-Lux-3 Bed.,"Suite 413,  Mountain Joseph Bridge",1277,Apartment,94116,7613,3978.45,0,,,,0.00%,,,,,-3978.45,1054,"$7,613 ",3978.45,7613,0,1,-5.00%,,,,,-5.00%,,-5.00%,5.00%,100.00%,,▲,"($3,978)",$0 ,$0 ,$0 ,$0 ,"($3,978)",$0 ,"($3,978)","$3,978 ",100.00%,▲,0%,0,VERY LOW YIELD,945620,"$3,978 ",,,,,"$3,978 ",,"$3,978 ","($3,978)",-100.00%,▼,$0 ,,,,,$0 ,,$0 ,=
"Suite 413,  Mountain Joseph Bridge",Luxurious,1 bathroom,3 bedrooms,San Francisco,US,5/1/2022,37.74706894,-122.5058475,5,May,2022,Apt-Lux-3 Bed.,"Suite 413,  Mountain Joseph Bridge",1277,Apartment,94116,7613,3978.45,0,,,,0.00%,,,,,-3978.45,1054,"$7,613 ",3978.45,7613,0,1,-5.00%,,,,,-5.00%,,-5.00%,5.00%,100.00%,,▲,"($3,978)",$0 ,$0 ,$0 ,$0 ,"($3,978)",$0 ,"($3,978)","$3,978 ",100.00%,▲,0%,0,VERY LOW YIELD,945620,"$3,978 ",,,,,"$3,978 ",,"$3,978 ","($3,978)",-100.00%,▼,$0 ,,,,,$0 ,,$0 ,=
"Suite 413,  Mountain Joseph Bridge",Luxurious,1 bathroom,3 bedrooms,San Francisco,US,6/1/2022,37.74706894,-122.5058475,6,Jun,2022,Apt-Lux-3 Bed.,"Suite 413,  Mountain Joseph Bridge",1277,Apartment,94116,6108,3115.86,3664.8,85.00%,,,4.70%,,,,,548.94,1054,"$6,108 ",3115.86,6108,3664.8,1,0.70%,,,,,0.70%,,0.70%,-0.70%,-100.00%,,▼,$549 ,$0 ,$0 ,$0 ,$0 ,$549 ,$0 ,$549 ,($549),-100.00%,▼,60%,0,VERY LOW YIELD,945620,"$3,116 ",,,,,"$3,116 ",,"$3,116 ","($3,116)",-100.00%,▼,"$3,665 ",,,,,"$3,665 ",,"$3,665 ","($3,665)"
"Suite 413,  Mountain Joseph Bridge",Luxurious,1 bathroom,3 bedrooms,San Francisco,US,7/1/2022,37.74706894,-122.5058475,7,Jul,2022,Apt-Lux-3 Bed.,"Suite 413,  Mountain Joseph Bridge",1277,Apartment,94116,6108,3115.86,6108,51.00%,,,7.80%,,,,,2992.14,1054,"$6,108 ",3115.86,6108,6108,1,3.80%,,,,,3.80%,,3.80%,-3.80%,-100.00%,,▼,"$2,992 ",$0 ,$0 ,$0 ,$0 ,"$2,992 ",$0 ,"$2,992 ","($2,992)",-100.00%,▼,100%,0,VERY LOW YIELD,945620,"$3,116 ",,,,,"$3,116 ",,"$3,116 ","($3,116)",-100.00%,▼,"$6,108 ",,,,,"$6,108 ",,"$6,108 ","($6,108)"
"Suite 413,  Mountain Joseph Bridge",Luxurious,1 bathroom,3 bedrooms,San Francisco,US,8/1/2022,37.74706894,-122.5058475,8,Aug,2022,Apt-Lux-3 Bed.,"Suite 413,  Mountain Joseph Bridge",1277,Apartment,94116,6108,3115.86,6108,51.00%,,,7.80%,,,,,2992.14,1054,"$6,108 ",3115.86,6108,6108,1,3.80%,,,,,3.80%,,3.80%,-3.80%,-100.00%,,▼,"$2,992 ",$0 ,$0 ,$0 ,$0 ,"$2,992 ",$0 ,"$2,992 ","($2,992)",-100.00%,▼,100%,0,VERY LOW YIELD,945620,"$3,116 ",,,,,"$3,116 ",,"$3,116 ","($3,116)",-100.00%,▼,"$6,108 ",,,,,"$6,108 ",,"$6,108 ","($6,108)"
"Suite 413,  Mountain Joseph Bridge",Luxurious,1 bathroom,3 bedrooms,San Francisco,US,9/1/2022,37.74706894,-122.5058475,9,Sep,2022,Apt-Lux-3 Bed.,"Suite 413,  Mountain Joseph Bridge",1277,Apartment,94116,6108,3115.86,6108,51.00%,,,7.80%,,,7.80%,,2992.14,1054,"$6,108 ",3115.86,6108,6108,1,3.80%,,,3.80%,,3.80%,,3.80%,-3.80%,-100.00%,,▼,"$2,992 ",$0 ,$0 ,"$2,992 ",$0 ,"$2,992 ",$0 ,"$2,992 ","($2,992)",-100.00%,▼,100%,0,VERY LOW YIELD,945620,"$3,116 ",,,"$3,116 ",,"$3,116 ",,"$3,116 ","($3,116)",-100.00%,▼,"$6,108 ",,,"$6,108 ",,"$6,108 ",,"$6,108 ","($6,108)"
"Suite 413,  Mountain Joseph Bridge",Luxurious,1 bathroom,3 bedrooms,San Francisco,US,10/1/2022,37.74706894,-122.5058475,10,Oct,2022,Apt-Lux-3 Bed.,"Suite 413,  Mountain Joseph Bridge",1277,Apartment,94116,6108,3115.86,6108,51.00%,,,7.80%,,,,,2992.14,1054,"$6,108 ",3115.86,6108,6108,1,3.80%,,,,,,,,=,,,►,"$2,992 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,=,,►,100%,0,VERY LOW YIELD,945620,"$3,116 ",,,,,,,,=,,►,"$6,108 ",,,,,,,,=
"Suite 413,  Mountain Joseph Bridge",Luxurious,1 bathroom,3 bedrooms,San Francisco,US,11/1/2022,37.74706894,-122.5058475,11,Nov,2022,Apt-Lux-3 Bed.,"Suite 413,  Mountain Joseph Bridge",1277,Apartment,94116,6108,3115.86,6108,51.00%,,,7.80%,,,,,2992.14,1054,"$6,108 ",3115.86,6108,6108,1,3.80%,,,,,,,,=,,,►,"$2,992 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,=,,►,100%,0,VERY LOW YIELD,945620,"$3,116 ",,,,,,,,=,,►,"$6,108 ",,,,,,,,=
"Suite 413,  Mountain Joseph Bridge",Luxurious,1 bathroom,3 bedrooms,San Francisco,US,12/1/2022,37.74706894,-122.5058475,12,Dec,2022,Apt-Lux-3 Bed.,"Suite 413,  Mountain Joseph Bridge",1277,Apartment,94116,6108,3115.86,6108,51.00%,,,7.80%,,,,,2992.14,1054,"$6,108 ",3115.86,6108,6108,1,3.80%,,,,,,,,=,,,►,"$2,992 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,=,,►,100%,0,VERY LOW YIELD,945620,"$3,116 ",,,,,,,,=,,►,"$6,108 ",,,,,,,,=
"Suite 413,  Mountain Joseph Bridge",Luxurious,1 bathroom,3 bedrooms,San Francisco,US,1/1/2023,37.74706894,-122.5058475,1,Jan,2023,Apt-Lux-3 Bed.,"Suite 413,  Mountain Joseph Bridge",1277,Apartment,94116,6108,3115.86,985.1612903,316.30%,,,1.30%,,,,1.30%,-2130.69871,1054,"$6,108 ",3115.86,6108,985.1612903,1,-2.70%,,,,-2.70%,,-2.70%,,-2.70%,,,▼,"($2,131)",$0 ,$0 ,$0 ,"($2,131)",$0 ,"($2,131)",$0 ,"($2,131)",,▼,16%,0,VERY LOW YIELD,945620,"$3,116 ",,,,"$3,116 ",,"$3,116 ",,"$3,116 ",,▲,$985 ,,,,$985 ,,$985 ,,$985 
"Suite 413,  Mountain Joseph Bridge",Luxurious,1 bathroom,3 bedrooms,San Francisco,US,2/1/2023,37.74706894,-122.5058475,2,Feb,2023,Apt-Lux-3 Bed.,"Suite 413,  Mountain Joseph Bridge",1277,Apartment,94116,8232,4560.87,0,,,,0.00%,,,,0.00%,-4560.87,1054,"$8,232 ",4560.87,8232,0,1,-5.80%,,,,-5.80%,,-5.80%,,-5.80%,,,▼,"($4,561)",$0 ,$0 ,$0 ,"($4,561)",$0 ,"($4,561)",$0 ,"($4,561)",,▼,0%,0,VERY LOW YIELD,945620,"$4,561 ",,,,"$4,561 ",,"$4,561 ",,"$4,561 ",,▲,$0 ,,,,$0 ,,$0 ,,=
"Suite 413,  Mountain Joseph Bridge",Luxurious,1 bathroom,3 bedrooms,San Francisco,US,3/1/2023,37.74706894,-122.5058475,3,Mar,2023,Apt-Lux-3 Bed.,"Suite 413,  Mountain Joseph Bridge",1277,Apartment,94116,7353,3896.03,4032.290323,96.60%,,,5.10%,,,,5.10%,136.2603226,1054,"$7,353 ",3896.03,7353,4032.290323,1,0.20%,,,,0.20%,,0.20%,,0.20%,,,▲,$136 ,$0 ,$0 ,$0 ,$136 ,$0 ,$136 ,$0 ,$136 ,,▲,55%,0,LOW YIELD,945620,"$3,896 ",,,,"$3,896 ",,"$3,896 ",,"$3,896 ",,▲,"$4,032 ",,,,"$4,032 ",,"$4,032 ",,"$4,032 "
"Suite 413,  Mountain Joseph Bridge",Luxurious,1 bathroom,3 bedrooms,San Francisco,US,4/1/2023,37.74706894,-122.5058475,4,Apr,2023,Apt-Lux-3 Bed.,"Suite 413,  Mountain Joseph Bridge",1277,Apartment,94116,7353,3896.03,7353,53.00%,,,9.30%,,,,9.30%,3456.97,1054,"$7,353 ",3896.03,7353,7353,1,4.40%,,,,4.40%,,4.40%,,4.40%,,,▲,"$3,457 ",$0 ,$0 ,$0 ,"$3,457 ",$0 ,"$3,457 ",$0 ,"$3,457 ",,▲,100%,0,LOW YIELD,945620,"$3,896 ",,,,"$3,896 ",,"$3,896 ",,"$3,896 ",,▲,"$7,353 ",,,,"$7,353 ",,"$7,353 ",,"$7,353 "
"Suite 413,  Mountain Joseph Bridge",Luxurious,1 bathroom,3 bedrooms,San Francisco,US,5/1/2023,37.74706894,-122.5058475,5,May,2023,Apt-Lux-3 Bed.,"Suite 413,  Mountain Joseph Bridge",1277,Apartment,94116,7353,3896.03,7353,53.00%,,,9.30%,,,,9.30%,3456.97,1054,"$7,353 ",3896.03,7353,7353,1,4.40%,,,,4.40%,,4.40%,,4.40%,,,▲,"$3,457 ",$0 ,$0 ,$0 ,"$3,457 ",$0 ,"$3,457 ",$0 ,"$3,457 ",,▲,100%,0,LOW YIELD,945620,"$3,896 ",,,,"$3,896 ",,"$3,896 ",,"$3,896 ",,▲,"$7,353 ",,,,"$7,353 ",,"$7,353 ",,"$7,353 "
"Suite 413,  Mountain Joseph Bridge",Luxurious,1 bathroom,3 bedrooms,San Francisco,US,6/1/2023,37.74706894,-122.5058475,6,Jun,2023,Apt-Lux-3 Bed.,"Suite 413,  Mountain Joseph Bridge",1277,Apartment,94116,7353,3896.03,7353,53.00%,,,9.30%,,,,9.30%,3456.97,1054,"$7,353 ",3896.03,7353,7353,1,4.40%,,,,4.40%,,4.40%,,4.40%,,,▲,"$3,457 ",$0 ,$0 ,$0 ,"$3,457 ",$0 ,"$3,457 ",$0 ,"$3,457 ",,▲,100%,0,LOW YIELD,945620,"$3,896 ",,,,"$3,896 ",,"$3,896 ",,"$3,896 ",,▲,"$7,353 ",,,,"$7,353 ",,"$7,353 ",,"$7,353 "
"Suite 413,  Mountain Joseph Bridge",Luxurious,1 bathroom,3 bedrooms,San Francisco,US,7/1/2023,37.74706894,-122.5058475,7,Jul,2023,Apt-Lux-3 Bed.,"Suite 413,  Mountain Joseph Bridge",1277,Apartment,94116,7353,3896.03,7353,53.00%,,,9.30%,,,,9.30%,3456.97,1054,"$7,353 ",3896.03,7353,7353,1,4.40%,,,,4.40%,,4.40%,,4.40%,,,▲,"$3,457 ",$0 ,$0 ,$0 ,"$3,457 ",$0 ,"$3,457 ",$0 ,"$3,457 ",,▲,100%,0,LOW YIELD,945620,"$3,896 ",,,,"$3,896 ",,"$3,896 ",,"$3,896 ",,▲,"$7,353 ",,,,"$7,353 ",,"$7,353 ",,"$7,353 "
"Suite 413,  Mountain Joseph Bridge",Luxurious,1 bathroom,3 bedrooms,San Francisco,US,8/1/2023,37.74706894,-122.5058475,8,Aug,2023,Apt-Lux-3 Bed.,"Suite 413,  Mountain Joseph Bridge",1277,Apartment,94116,7353,3896.03,7353,53.00%,,53.00%,9.30%,,9.30%,,9.30%,3456.97,1054,"$7,353 ",3896.03,7353,7353,1,4.40%,,4.40%,,4.40%,,4.40%,,4.40%,,,▲,"$3,457 ",$0 ,"$3,457 ",$0 ,"$3,457 ",$0 ,"$3,457 ",$0 ,"$3,457 ",,▲,100%,0,LOW YIELD,945620,"$3,896 ",,"$3,896 ",,"$3,896 ",,"$3,896 ",,"$3,896 ",,▲,"$7,353 ",,"$7,353 ",,"$7,353 ",,"$7,353 ",,"$7,353 "
"Suite 413,  Mountain Joseph Bridge",Luxurious,1 bathroom,3 bedrooms,San Francisco,US,9/1/2023,37.74706894,-122.5058475,9,Sep,2023,Apt-Lux-3 Bed.,"Suite 413,  Mountain Joseph Bridge",1277,Apartment,94116,7353,3896.03,7353,53.00%,53.00%,,9.30%,9.30%,,,9.30%,3456.97,1054,"$7,353 ",3896.03,7353,7353,1,4.40%,4.40%,,,4.40%,,4.40%,,4.40%,,,▲,"$3,457 ","$3,457 ",$0 ,$0 ,"$3,457 ",$0 ,"$3,457 ",$0 ,"$3,457 ",,▲,100%,0,LOW YIELD,945620,"$3,896 ","$3,896 ",,,"$3,896 ",,"$3,896 ",,"$3,896 ",,▲,"$7,353 ","$7,353 ",,,"$7,353 ",,"$7,353 ",,"$7,353 "
"Suite 539,  Park Skinner Land",Luxurious,1 bathroom,3 bedrooms,San Francisco,US,2/1/2020,37.76377806,-122.5000534,2,Feb,2020,Apt-Lux-3 Bed.,"Suite 539,  Park Skinner Land",1885,Apartment,94122,3966,2197.51,3966,55.40%,,,5.90%,,,,,1768.49,688,"$3,966 ",2197.51,3966,3966,1,2.60%,,,,,,,,=,,,►,"$1,768 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,=,,►,100%,0,VERY LOW YIELD,804409,"$2,198 ",,,,,,,,=,,►,"$3,966 ",,,,,,,,=
"Suite 539,  Park Skinner Land",Luxurious,1 bathroom,3 bedrooms,San Francisco,US,3/1/2020,37.76377806,-122.5000534,3,Mar,2020,Apt-Lux-3 Bed.,"Suite 539,  Park Skinner Land",1885,Apartment,94122,3966,2197.51,3966,55.40%,,,5.90%,,,,,1768.49,688,"$3,966 ",2197.51,3966,3966,1,2.60%,,,,,,,,=,,,►,"$1,768 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,=,,►,100%,0,VERY LOW YIELD,804409,"$2,198 ",,,,,,,,=,,►,"$3,966 ",,,,,,,,=
"Suite 539,  Park Skinner Land",Luxurious,1 bathroom,3 bedrooms,San Francisco,US,4/1/2020,37.76377806,-122.5000534,4,Apr,2020,Apt-Lux-3 Bed.,"Suite 539,  Park Skinner Land",1885,Apartment,94122,3966,2197.51,3966,55.40%,,,5.90%,,,,,1768.49,688,"$3,966 ",2197.51,3966,3966,1,2.60%,,,,,,,,=,,,►,"$1,768 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,=,,►,100%,0,VERY LOW YIELD,804409,"$2,198 ",,,,,,,,=,,►,"$3,966 ",,,,,,,,=
"Suite 539,  Park Skinner Land",Luxurious,1 bathroom,3 bedrooms,San Francisco,US,5/1/2020,37.76377806,-122.5000534,5,May,2020,Apt-Lux-3 Bed.,"Suite 539,  Park Skinner Land",1885,Apartment,94122,3966,2197.51,3966,55.40%,,,5.90%,,,,,1768.49,688,"$3,966 ",2197.51,3966,3966,1,2.60%,,,,,,,,=,,,►,"$1,768 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,=,,►,100%,0,VERY LOW YIELD,804409,"$2,198 ",,,,,,,,=,,►,"$3,966 ",,,,,,,,=
